,date,time,latitude,longitude,depth,magnitude,magnitude_type
334,2017-07-21,17:45:21.550000,36.963,27.5865,13300.0,3.4,MLh
335,2014-02-19,17:52:14.260000,36.8112,27.3988,26900.0,2.6,MLh
336,2018-05-04,17:52:31.020000,36.9108,27.5483,13600.0,3.2,MLh
337,2017-08-08,17:59:02.460000,36.9657,27.5832,21400.0,3.1,MLh
338,2017-08-10,18:02:10.570000,36.882,27.237,20100.0,2.6,MLh
339,2017-07-23,18:02:35.140000,36.9668,27.3902,15100.0,3.5,MLh
340,2013-07-03,18:12:46.200000,36.8367,27.4702,26600.0,2.9,MLh
341,2012-06-12,18:19:13.940000,36.9515,27.4855,37200.0,2.4,MLh
342,2011-07-05,18:30:58.430000,36.997,27.4003,30900.0,2.2,MLh
343,2012-08-24,18:42:38.560000,36.8037,27.5655,23200.0,2.3,MLh
344,2017-07-27,18:49:11.920000,36.9323,27.5693,14300.0,3.4,MLh
345,2017-09-01,18:51:20.850000,36.8873,27.4298,19900.0,2.7,MLh
346,2011-06-30,18:52:20.860000,36.9583,27.3465,29500.0,2.4,MLh
347,2017-08-05,18:53:39.342306,36.94335938,27.56835938,32959.63542,2.782656991,MLh
348,2013-09-24,18:54:59.820000,36.8317,27.424,26000.0,3.6,MLh
349,2017-07-30,18:56:33.389175,36.95159912,27.51800537,29981.81152,2.832541094,MLh
350,2015-05-25,19:01:49.110000,36.9037,27.4618,38800.0,2.5,MLh
351,2017-08-21,19:03:06.080000,36.8775,27.3425,12200.0,3.1,MLh
352,2017-08-04,19:04:01.302276,36.94335938,27.50976562,17136.71875,2.857618777,MLh
353,2012-02-12,19:04:52.140000,36.824,27.3863,28100.0,2.8,MLh
354,2014-10-06,19:05:28.340000,36.94,27.2745,22400.0,2.0,MLh
355,2012-05-16,19:08:49.070000,36.8382,27.5143,29800.0,2.2,MLh
356,2014-03-27,19:10:22.010000,36.98,27.4133,33900.0,3.0,MLh
357,2015-05-29,19:12:04.230000,36.8387,27.53,38000.0,2.9,MLh
358,2017-07-24,19:12:18.910000,36.9308,27.5878,11500.0,3.1,MLh
359,2012-06-03,19:17:02.420000,36.9702,27.5262,31800.0,2.4,MLh
360,2012-02-12,19:17:32.710000,36.8192,27.3978,27500.0,3.8,MLh
361,2017-07-27,19:20:54.201928,36.80877686,27.33856201,19998.49447,2.778504829,MLh
362,2012-05-24,19:23:15.630000,36.9692,27.5215,25000.0,2.8,MLh
363,2014-03-26,19:30:39.110000,36.989,27.4102,27700.0,2.5,MLh
364,2017-08-18,19:30:42.300000,36.9417,27.2883,20700.0,2.4,MLh
365,2018-01-06,19:32:39.220000,36.9702,27.3743,11700.0,2.1,MLh
366,2016-10-21,19:41:17.020000,36.992,27.2857,56500.0,2.7,MLh
367,2017-10-27,19:42:08.253581,36.89941406,27.31933594,17722.00521,2.592923101,MLh
368,2017-07-24,19:44:05,36.9372,27.3408,12600.0,2.7,MLh
369,2017-09-26,19:46:06.140000,36.8823,27.399,12600.0,2.4,MLh
370,2017-10-10,19:59:25.290000,36.9535,27.3757,9200.0,4.2,MLh
371,2017-07-21,20:09:06.130000,36.9365,27.5502,12500.0,3.2,MLh
372,2013-10-25,20:10:23.520000,36.812,27.3907,27600.0,2.8,MLh
373,2017-08-05,20:12:18.680000,36.9753,27.5678,15800.0,2.0,MLh
374,2012-11-01,20:15:40.910000,36.9822,27.467,34000.0,2.6,MLh
375,2016-11-18,20:21:33.710000,36.9853,27.4347,17000.0,1.9,MLh
376,2017-08-26,20:25:29.940000,36.9323,27.3208,9200.0,2.6,MLh
377,2017-07-22,20:25:37.670000,36.9883,27.4028,13500.0,2.7,MLh
378,2018-03-22,20:27:40.490000,36.9528,27.313,13500.0,3.0,MLh
379,2017-07-22,20:33:46.990000,36.8872,27.5545,13200.0,2.7,MLh
380,2012-05-15,20:34:46.130000,36.8065,27.376,27100.0,3.2,MLh
381,2017-07-21,20:38:07.905790,36.86462402,27.57019043,30010.33529,2.762319395,MLh
382,2012-06-08,20:38:49.300000,36.9992,27.5698,26200.0,2.4,MLh
383,2017-07-21,20:41:35.964187,36.98730469,27.55371094,14977.21354,2.697439254,MLh
384,2014-03-28,20:42:01.970000,36.9943,27.4462,29400.0,2.5,MLh
385,2014-08-11,20:43:07.240000,36.9892,27.3553,24500.0,2.8,MLh
386,2012-04-16,20:45:32.480000,36.8108,27.4835,32200.0,2.3,MLh
387,2017-08-14,20:51:28.130000,36.933,27.5817,12700.0,3.1,MLh
388,2017-08-10,20:51:51.810000,36.9068,27.534,13700.0,2.7,MLh
389,2017-11-12,20:52:51.940000,36.8477,27.32,14700.0,3.0,MLh
390,2017-07-22,20:55:55.020000,36.9402,27.3713,12100.0,2.8,MLh
391,2017-08-11,20:57:16.240000,36.9923,27.5858,16100.0,2.8,MLh
392,2014-04-19,21:10:50.610000,36.9838,27.4173,19400.0,2.4,MLh
393,2017-09-20,21:12:54.638246,36.9296875,27.3359375,14738.28125,2.636357014,MLh
394,2012-05-20,21:15:13.540000,36.9897,27.5718,28300.0,2.6,MLh
395,2017-11-22,21:19:17.570000,36.968,27.3243,11000.0,2.3,MLh
396,2017-08-07,21:19:18.141891,36.95800781,27.49511719,32455.07813,2.431721824,MLh
397,2018-01-02,21:23:29.080000,36.9252,27.3585,13800.0,3.3,MLh
398,2017-08-26,21:23:35.705147,36.98272705,27.57110596,11270.22298,3.346189619,MLh
399,2012-09-28,21:28:47.300000,36.8222,27.4453,29800.0,2.0,MLh
400,2017-07-30,21:30:19.010000,36.9163,27.3045,10500.0,2.5,MLh
401,2018-01-13,21:31:16.160000,36.9695,27.5623,11200.0,3.6,MLh
402,2018-02-18,21:32:24.250000,36.9702,27.4198,10000.0,2.6,MLh
403,2017-08-03,21:34:16.295072,36.96075439,27.48138428,10015.17741,3.166905397,MLh
404,2018-01-28,21:35:01.560000,36.9443,27.3663,11700.0,2.9,MLh
405,2017-07-25,21:35:44.660000,36.927,27.3462,12900.0,2.4,MLh
406,2016-08-13,21:38:03.620000,36.9723,27.3827,33700.0,3.4,MLh
407,2013-04-24,21:39:46.760000,36.9453,27.2128,33600.0,2.9,MLh
408,2014-03-26,21:45:11.120000,36.9495,27.3533,21000.0,2.3,MLh
409,2017-07-24,21:48:49.330000,36.9525,27.5657,10600.0,3.8,MLh
410,2017-08-04,21:49:53.015017,36.92871094,27.31933594,16833.98438,2.529430533,MLh
411,2011-06-24,21:50:47.700000,36.9975,27.4093,28900.0,2.7,MLh
412,2017-11-14,21:54:52.475837,36.85546875,27.48046875,28398.4375,2.49166402,MLh
413,2017-08-20,21:55:30.196408,36.86853409,27.57831192,27608.03986,2.996367655,MLh
414,2017-09-21,21:57:51.280000,36.9662,27.4407,12300.0,2.9,MLh
415,2017-07-20,22:10:01.978543,36.92871094,27.46582031,20022.78646,2.832860054,MLh
416,2017-09-16,22:11:21.341161,36.9140625,27.5859375,15712.23958,2.444936809,MLh
417,2017-08-18,22:13:11.570000,36.8953,27.5963,13800.0,3.0,MLh
418,2017-08-07,22:16:39.923513,36.98730469,27.55371094,28983.72396,2.721403722,MLh
419,2017-09-15,22:19:22.968900,36.9765625,27.5859375,18490.88542,2.885358398,MLh
420,2014-08-10,22:19:28.090000,36.996,27.3623,29800.0,2.6,MLh
421,2017-07-29,22:25:39.840000,36.8958,27.3332,14800.0,3.4,MLh
422,2017-07-23,22:26:13.780000,36.9408,27.3578,16900.0,2.6,MLh
423,2012-05-21,22:26:23.660000,36.9788,27.5752,32200.0,2.3,MLh
424,2017-08-03,22:27:26.942399,36.97265625,27.59765625,32757.8125,2.796984107,MLh
425,2017-07-20,22:31:11.710000,36.9643,27.4332,10200.0,6.2,MLh
426,2017-07-21,22:31:42.630000,36.9337,27.3397,15800.0,3.0,MLh
427,2017-08-24,22:33:27.030000,36.9042,27.3728,10800.0,2.9,MLh
428,2014-03-28,22:33:31.960000,36.9862,27.3648,25000.0,2.6,MLh
429,2017-07-24,22:34:44.410000,36.9468,27.5987,7500.0,3.4,MLh
430,2017-10-23,22:39:05.070000,36.9332,27.5283,22400.0,2.9,MLh
431,2012-06-23,22:39:21.880000,36.8167,27.358,25600.0,3.4,MLh
432,2017-10-06,22:41:46.933841,36.88751221,27.51434326,15719.93001,2.8615312,MLh
433,2017-07-24,22:42:18.140000,36.9877,27.5148,11900.0,2.5,MLh
434,2017-07-29,22:43:30.930000,36.915,27.3372,11800.0,3.1,MLh
435,2017-08-05,22:43:33.450000,36.9587,27.374,11700.0,2.7,MLh
436,2017-07-26,22:45:35.690000,36.9162,27.3545,8400.0,3.1,MLh
437,2018-01-30,22:48:16.060000,36.8818,27.5838,14300.0,2.2,MLh
438,2017-07-20,22:48:29.130000,36.9822,27.3815,4800.0,3.5,MLh
439,2012-12-21,22:48:38.100000,36.8125,27.4145,27600.0,3.6,MLh
440,2017-07-20,22:50:45.820000,36.9218,27.5782,10300.0,3.8,MLh
441,2017-07-20,22:52:59.510000,36.9618,27.4247,8000.0,4.4,MLh
442,2012-01-02,22:55:17.750000,36.9962,27.4197,28400.0,3.2,MLh
443,2017-07-25,22:56:18.820000,36.9522,27.5753,11900.0,2.5,MLh
444,2017-08-09,22:56:21.006521,36.98730469,27.58300781,20870.44271,3.928806337,MLh
445,2017-07-20,23:00:45.430000,36.9835,27.4568,7300.0,4.0,MLh
446,2017-07-21,23:00:48.810000,36.9752,27.5775,5800.0,3.5,MLh
447,2017-07-20,23:07:26.510000,36.8918,27.5747,5300.0,3.5,MLh
448,2012-06-28,23:08:44.430000,36.9633,27.5592,28000.0,2.8,MLh
449,2017-07-29,23:08:44.730000,36.885,27.3203,17400.0,3.6,MLh
450,2016-05-11,23:14:26.680000,36.9797,27.5843,15100.0,2.2,MLh
451,2017-07-25,23:22:42.653100,36.96716309,27.5958252,12553.79232,3.005735003,MLh
452,2017-08-07,23:23:24.497641,36.95800781,27.49511719,21839.19271,2.607825438,MLh
453,2017-07-20,23:23:52.630000,36.9552,27.3952,10200.0,4.3,MLh
454,2018-02-01,23:25:11.600000,36.9228,27.5177,22600.0,2.5,MLh
455,2017-09-07,23:33:38.470000,36.9078,27.5647,13900.0,1.5,MLh
456,2017-08-08,23:34:28.883186,36.92871094,27.46582031,21556.64062,3.082881547,MLh
457,2017-09-07,23:40:18.733590,36.87011719,27.29003906,17735.02604,2.478783237,MLh
458,2017-07-20,23:45:08.540000,36.9733,27.4228,15400.0,3.9,MLh
459,2017-09-14,23:46:02.982268,36.92230225,27.35321045,13323.93392,2.637084539,MLh
460,2017-07-24,23:47:25.910000,36.9557,27.359,15000.0,2.3,MLh
461,2017-07-20,23:50:16.970000,36.9428,27.4405,13500.0,3.9,MLh
462,2018-02-06,23:50:32.370000,36.9333,27.3638,14600.0,2.1,MLh
463,2017-12-24,23:51:42.070000,36.9472,27.3658,13000.0,2.6,MLh
464,2017-08-01,23:52:20.343055,36.98730469,27.52441406,15832.68229,3.074530013,MLh
465,2017-08-18,23:52:38.560000,36.9418,27.3317,14800.0,2.7,MLh
466,2017-07-20,23:53:39.602689,36.97265625,27.59765625,12091.14583,3.942033336,MLh
467,2017-07-29,23:58:31.470000,36.9642,27.5733,11200.0,2.6,MLh
